sessionID;DNI;Telef;CP;duration_call_mins;funnel_Q;Producto
b'MC4xMjQ0NDAxNjU2MTIyODgx';X29351224;625952114;28654;7.292792975548811;Piso;
b'MC4xMjQ0NDAxNjU2MTIyODgx';X29351224;625952114;28654;7.292792975548811;Intermedio;
b'MC4xMjQ0NDAxNjU2MTIyODgx';X29351224;625952114;28654;7.292792975548811;Con Perro;
b'MC40Njg5ODcwMTgzOTk4OTk2NQ==';X29351224;625952114;28654;9.686733408287768;Piso;
b'MC40Njg5ODcwMTgzOTk4OTk2NQ==';X29351224;625952114;28654;9.686733408287768;Intermedio;
b'MC40Njg5ODcwMTgzOTk4OTk2NQ==';X29351224;625952114;28654;9.686733408287768;Con Perro;
b'MC40NzkyMTQ4MzMyNzkxODI=';X69347561;661082851;28673;8.053778583299298;Chalet;
b'MC40NzkyMTQ4MzMyNzkxODI=';X69347561;661082851;28673;8.053778583299298;Adosado;
b'MC40NzkyMTQ4MzMyNzkxODI=';X69347561;661082851;28673;8.053778583299298;Con Rejas;
b'MC40NzkyNjc2OTE1MTc1OTE1';X69347561;661082851;28673;2.561546369263505;Chalet;
b'MC40NzkyNjc2OTE1MTc1OTE1';X69347561;661082851;28673;2.561546369263505;Adosado;
b'MC40NzkyNjc2OTE1MTc1OTE1';X69347561;661082851;28673;2.561546369263505;Con Rejas;
b'MC4wMjUzOTE0NzU5MzA4ODg5NzQ=';X69347561;661082851;28673;0.08368111384680521;Chalet;
b'MC4wMjUzOTE0NzU5MzA4ODg5NzQ=';X69347561;661082851;28673;0.08368111384680521;Adosado;
b'MC4wMjUzOTE0NzU5MzA4ODg5NzQ=';X69347561;661082851;28673;0.08368111384680521;Con Rejas;
b'MC4xNzE2NjQ0ODY0OTExMzA4Ng==';X69347561;661082851;28673;5.421268330738451;Chalet;
b'MC4xNzE2NjQ0ODY0OTExMzA4Ng==';X69347561;661082851;28673;5.421268330738451;Adosado;
b'MC4xNzE2NjQ0ODY0OTExMzA4Ng==';X69347561;661082851;28673;5.421268330738451;Con Rejas;
b'MC42MDE5ODE3NTg3ODIxMjg3';X19954064;610557982;28373;9.628602205871161;Chalet;
b'MC42MDE5ODE3NTg3ODIxMjg3';X19954064;610557982;28373;9.628602205871161;Unifamiliar;
b'MC42MDE5ODE3NTg3ODIxMjg3';X19954064;610557982;28373;9.628602205871161;Sin Rejas;
b'MC40MTI3MTM5ODA4Mzk4NjQ3Nw==';X19954064;610557982;28373;1.9642722281638259;Chalet;
b'MC40MTI3MTM5ODA4Mzk4NjQ3Nw==';X19954064;610557982;28373;1.9642722281638259;Unifamiliar;
b'MC40MTI3MTM5ODA4Mzk4NjQ3Nw==';X19954064;610557982;28373;1.9642722281638259;Sin Rejas;
b'MC45MzAxMzc1MDY4MDMzMDQ=';X83891036;662213201;28882;11.339165872794206;Chalet;
b'MC45MzAxMzc1MDY4MDMzMDQ=';X83891036;662213201;28882;11.339165872794206;Unifamiliar;
b'MC45MzAxMzc1MDY4MDMzMDQ=';X83891036;662213201;28882;11.339165872794206;Sin Rejas;
b'MC4zMzYyMzg2MzcxNjg5MDEyMw==';X83891036;662213201;28882;5.869160477815361;Chalet;
b'MC4zMzYyMzg2MzcxNjg5MDEyMw==';X83891036;662213201;28882;5.869160477815361;Unifamiliar;
b'MC4zMzYyMzg2MzcxNjg5MDEyMw==';X83891036;662213201;28882;5.869160477815361;Sin Rejas;
b'MC4wMTcwMzEyMzMyOTE0NTIxNzU=';X34997149;630214358;28475;0.27052218178045884;Chalet;
b'MC4wMTcwMzEyMzMyOTE0NTIxNzU=';X34997149;630214358;28475;0.27052218178045884;Adosado;
b'MC4wMTcwMzEyMzMyOTE0NTIxNzU=';X34997149;630214358;28475;0.27052218178045884;Sin Rejas;
b'MC41MTU4OTYxOTYyNDY5MTQ3';X34997149;630214358;28475;4.461953840143421;Chalet;
b'MC41MTU4OTYxOTYyNDY5MTQ3';X34997149;630214358;28475;4.461953840143421;Adosado;
b'MC41MTU4OTYxOTYyNDY5MTQ3';X34997149;630214358;28475;4.461953840143421;Sin Rejas;
b'MC40ODI0MDM3Mjc1MzkyMzAx';X34997149;630214358;28475;8.340378159190056;Chalet;
b'MC40ODI0MDM3Mjc1MzkyMzAx';X34997149;630214358;28475;8.340378159190056;Adosado;
b'MC40ODI0MDM3Mjc1MzkyMzAx';X34997149;630214358;28475;8.340378159190056;Sin Rejas;
b'MC4yNDQ1MTIxMTY0OTUxODM5';X34997149;630214358;28475;4.308550352534027;Chalet;
b'MC4yNDQ1MTIxMTY0OTUxODM5';X34997149;630214358;28475;4.308550352534027;Adosado;
b'MC4yNDQ1MTIxMTY0OTUxODM5';X34997149;630214358;28475;4.308550352534027;Sin Rejas;
b'MC4yMzE2NzA2NDcyMjM5NDM0OA==';X34997149;630214358;28475;6.636462779287118;Chalet;
b'MC4yMzE2NzA2NDcyMjM5NDM0OA==';X34997149;630214358;28475;6.636462779287118;Adosado;
b'MC4yMzE2NzA2NDcyMjM5NDM0OA==';X34997149;630214358;28475;6.636462779287118;Sin Rejas;
b'MC41NjQzODU5NTEzMDkyNjcy';X16842793;614775991;28447;8.626643422892291;Piso;
b'MC41NjQzODU5NTEzMDkyNjcy';X16842793;614775991;28447;8.626643422892291;Intermedio;
b'MC41NjQzODU5NTEzMDkyNjcy';X16842793;614775991;28447;8.626643422892291;Con Perro;
b'MC41MjkwMjQ1MDE1ODYwMjc5';X89998146;646372594;28849;4.723875469703459;Chalet;
b'MC41MjkwMjQ1MDE1ODYwMjc5';X89998146;646372594;28849;4.723875469703459;Adosado;
b'MC41MjkwMjQ1MDE1ODYwMjc5';X89998146;646372594;28849;4.723875469703459;Con Rejas;
b'MC4wMDkzMTUyNTA3MTA4NzQ1Nzk=';X89998146;646372594;28849;5.255746649516767;Chalet;
b'MC4wMDkzMTUyNTA3MTA4NzQ1Nzk=';X89998146;646372594;28849;5.255746649516767;Adosado;
b'MC4wMDkzMTUyNTA3MTA4NzQ1Nzk=';X89998146;646372594;28849;5.255746649516767;Con Rejas;
b'MC4yMDQ0OTg3NTI3ODMzNTIyOA==';X07054856;695852051;28657;7.436409692502567;Piso;
b'MC4yMDQ0OTg3NTI3ODMzNTIyOA==';X07054856;695852051;28657;7.436409692502567;Intermedio;
b'MC4yMDQ0OTg3NTI3ODMzNTIyOA==';X07054856;695852051;28657;7.436409692502567;Con Perro;
b'MC4xOTY3Mzc2NzUwMTY2NTU3Mw==';X07054856;695852051;28657;1.2604371714333036;Piso;
b'MC4xOTY3Mzc2NzUwMTY2NTU3Mw==';X07054856;695852051;28657;1.2604371714333036;Intermedio;
b'MC4xOTY3Mzc2NzUwMTY2NTU3Mw==';X07054856;695852051;28657;1.2604371714333036;Con Perro;
b'MC44OTYxMjI4MTUzOTgxOTM3';X07054856;695852051;28657;8.451078624185966;Piso;
b'MC44OTYxMjI4MTUzOTgxOTM3';X07054856;695852051;28657;8.451078624185966;Intermedio;
b'MC44OTYxMjI4MTUzOTgxOTM3';X07054856;695852051;28657;8.451078624185966;Con Perro;
b'MC45MjMwODYwNzM1MTE3NjA1';X07054856;695852051;28657;9.274372694036513;Piso;
b'MC45MjMwODYwNzM1MTE3NjA1';X07054856;695852051;28657;9.274372694036513;Intermedio;
b'MC45MjMwODYwNzM1MTE3NjA1';X07054856;695852051;28657;9.274372694036513;Con Perro;
b'MC44MTM5ODQ0MzcyMTc5NTYz';X52955119;679401666;28729;4.147565053442034;Chalet;
b'MC44MTM5ODQ0MzcyMTc5NTYz';X52955119;679401666;28729;4.147565053442034;Adosado;
b'MC44MTM5ODQ0MzcyMTc5NTYz';X52955119;679401666;28729;4.147565053442034;Con Rejas;
b'MC4wNTI4NjAxOTUzNDE4OTgzNA==';X52955119;679401666;28729;6.95247922193062;Chalet;
b'MC4wNTI4NjAxOTUzNDE4OTgzNA==';X52955119;679401666;28729;6.95247922193062;Adosado;
b'MC4wNTI4NjAxOTUzNDE4OTgzNA==';X52955119;679401666;28729;6.95247922193062;Con Rejas;
b'MC40MzgyODYwOTQzNjc5NzgwNQ==';X52955119;679401666;28729;8.10264151817137;Chalet;
b'MC40MzgyODYwOTQzNjc5NzgwNQ==';X52955119;679401666;28729;8.10264151817137;Adosado;
b'MC40MzgyODYwOTQzNjc5NzgwNQ==';X52955119;679401666;28729;8.10264151817137;Con Rejas;
b'MC4wNDE2MjU3Mzc2NjAxMDk5MQ==';X52955119;679401666;28729;10.65037251030741;Chalet;
b'MC4wNDE2MjU3Mzc2NjAxMDk5MQ==';X52955119;679401666;28729;10.65037251030741;Adosado;
b'MC4wNDE2MjU3Mzc2NjAxMDk5MQ==';X52955119;679401666;28729;10.65037251030741;Con Rejas;
b'MC4xMzM0MjAzODA5ODMwNjEy';X05308338;605248420;28889;6.568588087628751;Chalet;
b'MC4xMzM0MjAzODA5ODMwNjEy';X05308338;605248420;28889;6.568588087628751;Adosado;
b'MC4xMzM0MjAzODA5ODMwNjEy';X05308338;605248420;28889;6.568588087628751;Con Rejas;
b'MC44NTgyMTg2OTYyOTk1NTU2';X05308338;605248420;28889;12.60522440321975;Chalet;
b'MC44NTgyMTg2OTYyOTk1NTU2';X05308338;605248420;28889;12.60522440321975;Adosado;
b'MC44NTgyMTg2OTYyOTk1NTU2';X05308338;605248420;28889;12.60522440321975;Con Rejas;
b'MC4wNjA4MzE2OTE2NDY0MDgzNA==';X05308338;605248420;28889;8.22423880202857;Chalet;
b'MC4wNjA4MzE2OTE2NDY0MDgzNA==';X05308338;605248420;28889;8.22423880202857;Adosado;
b'MC4wNjA4MzE2OTE2NDY0MDgzNA==';X05308338;605248420;28889;8.22423880202857;Con Rejas;
b'MC45MTE5MzgyMTQyNTg4ODcy';X05308338;605248420;28889;5.187124747752845;Chalet;
b'MC45MTE5MzgyMTQyNTg4ODcy';X05308338;605248420;28889;5.187124747752845;Adosado;
b'MC45MTE5MzgyMTQyNTg4ODcy';X05308338;605248420;28889;5.187124747752845;Con Rejas;
b'MC43ODAzNzcxNjI4MTI4ODQ5';X05308338;605248420;28889;4.7030841324511075;Chalet;
b'MC43ODAzNzcxNjI4MTI4ODQ5';X05308338;605248420;28889;4.7030841324511075;Adosado;
b'MC43ODAzNzcxNjI4MTI4ODQ5';X05308338;605248420;28889;4.7030841324511075;Con Rejas;
b'MC4yMTM3NTk3NDU3NjMxMjU2Mg==';X09999023;662542485;28872;8.975882634964705;Chalet;
b'MC4yMTM3NTk3NDU3NjMxMjU2Mg==';X09999023;662542485;28872;8.975882634964705;Adosado;
b'MC4yMTM3NTk3NDU3NjMxMjU2Mg==';X09999023;662542485;28872;8.975882634964705;Sin Rejas;
b'MC42NDk1MjIzMTY4MDkzODgz';X09999023;662542485;28872;2.7535374052109565;Chalet;
b'MC42NDk1MjIzMTY4MDkzODgz';X09999023;662542485;28872;2.7535374052109565;Adosado;
b'MC42NDk1MjIzMTY4MDkzODgz';X09999023;662542485;28872;2.7535374052109565;Sin Rejas;
b'MC45MTMyMTc0Mzg5MTIxMzk3';X42643447;671323854;28580;1.4710820159128204;Chalet;
b'MC45MTMyMTc0Mzg5MTIxMzk3';X42643447;671323854;28580;1.4710820159128204;Adosado;
b'MC45MTMyMTc0Mzg5MTIxMzk3';X42643447;671323854;28580;1.4710820159128204;Con Rejas;
b'MC40NDQ0Mjk4ODM0NzMzOTU0';X42643447;671323854;28580;7.6570797904700125;Chalet;
b'MC40NDQ0Mjk4ODM0NzMzOTU0';X42643447;671323854;28580;7.6570797904700125;Adosado;
b'MC40NDQ0Mjk4ODM0NzMzOTU0';X42643447;671323854;28580;7.6570797904700125;Con Rejas;
b'MC4zMzc5OTQ4NDA1Mzg2Mjc3';X42643447;671323854;28580;5.212882138398337;Chalet;
b'MC4zMzc5OTQ4NDA1Mzg2Mjc3';X42643447;671323854;28580;5.212882138398337;Adosado;
b'MC4zMzc5OTQ4NDA1Mzg2Mjc3';X42643447;671323854;28580;5.212882138398337;Con Rejas;
b'MC4xMzc2Mzc0MzEyNDk2OTg4NQ==';X42643447;671323854;28580;8.454411015310786;Chalet;
b'MC4xMzc2Mzc0MzEyNDk2OTg4NQ==';X42643447;671323854;28580;8.454411015310786;Adosado;
b'MC4xMzc2Mzc0MzEyNDk2OTg4NQ==';X42643447;671323854;28580;8.454411015310786;Con Rejas;
b'MC45MjQ0MDE4NjkxNTE0Mjk3';X42643447;671323854;28580;5.358145396027448;Chalet;
b'MC45MjQ0MDE4NjkxNTE0Mjk3';X42643447;671323854;28580;5.358145396027448;Adosado;
b'MC45MjQ0MDE4NjkxNTE0Mjk3';X42643447;671323854;28580;5.358145396027448;Con Rejas;
b'MC40NTEzOTkxMDkxNTMyODkz';X00879803;649285413;28252;10.751377175114662;Chalet;
b'MC40NTEzOTkxMDkxNTMyODkz';X00879803;649285413;28252;10.751377175114662;Adosado;
b'MC40NTEzOTkxMDkxNTMyODkz';X00879803;649285413;28252;10.751377175114662;Con Rejas;
b'MC42NDY2Nzg2NDAyODQ5NzM5';X26243799;677151843;28114;6.145431772445305;Chalet;
b'MC42NDY2Nzg2NDAyODQ5NzM5';X26243799;677151843;28114;6.145431772445305;Unifamiliar;
b'MC42NDY2Nzg2NDAyODQ5NzM5';X26243799;677151843;28114;6.145431772445305;Con Rejas;
b'MC43NzE2ODUwMjk2MjMwMzI4';X26243799;677151843;28114;16.01177309996224;Chalet;
b'MC43NzE2ODUwMjk2MjMwMzI4';X26243799;677151843;28114;16.01177309996224;Unifamiliar;
b'MC43NzE2ODUwMjk2MjMwMzI4';X26243799;677151843;28114;16.01177309996224;Con Rejas;
b'MC43Mjg1MTI1MDQyMzg5MzA4';X26243799;677151843;28114;12.482693857254558;Chalet;
b'MC43Mjg1MTI1MDQyMzg5MzA4';X26243799;677151843;28114;12.482693857254558;Unifamiliar;
b'MC43Mjg1MTI1MDQyMzg5MzA4';X26243799;677151843;28114;12.482693857254558;Con Rejas;
b'MC4wNDQ4ODMwOTc4Njk3NTA3NTQ=';X26243799;677151843;28114;11.659873478387935;Chalet;
b'MC4wNDQ4ODMwOTc4Njk3NTA3NTQ=';X26243799;677151843;28114;11.659873478387935;Unifamiliar;
b'MC4wNDQ4ODMwOTc4Njk3NTA3NTQ=';X26243799;677151843;28114;11.659873478387935;Con Rejas;
b'MC43MzI1MjkzMTU4NTk0NzU=';X26243799;677151843;28114;10.458386492916029;Chalet;
b'MC43MzI1MjkzMTU4NTk0NzU=';X26243799;677151843;28114;10.458386492916029;Unifamiliar;
b'MC43MzI1MjkzMTU4NTk0NzU=';X26243799;677151843;28114;10.458386492916029;Con Rejas;
b'MC40NDc3MjgyMTI1NzAzOTUz';X69942099;662241901;28906;4.505879741668297;Chalet;
b'MC40NDc3MjgyMTI1NzAzOTUz';X69942099;662241901;28906;4.505879741668297;Unifamiliar;
b'MC40NDc3MjgyMTI1NzAzOTUz';X69942099;662241901;28906;4.505879741668297;Con Rejas;
b'MC4zNTE0ODYzMjA5MDQxNzk5Nw==';X43636003;608625213;28950;1.9204985375611976;Piso;
b'MC4zNTE0ODYzMjA5MDQxNzk5Nw==';X43636003;608625213;28950;1.9204985375611976;Intermedio;
b'MC4zNTE0ODYzMjA5MDQxNzk5Nw==';X43636003;608625213;28950;1.9204985375611976;Con Perro;
b'MC41MTM0ODQzMDQ5OTY0NDA5';X75636732;684714322;28158;6.1314878167409095;Piso;
b'MC41MTM0ODQzMDQ5OTY0NDA5';X75636732;684714322;28158;6.1314878167409095;Intermedio;
b'MC41MTM0ODQzMDQ5OTY0NDA5';X75636732;684714322;28158;6.1314878167409095;Con Perro;
b'MC4yOTYzMzIxOTg3NzE4NDg4';X75636732;684714322;28158;8.33933557711675;Piso;
b'MC4yOTYzMzIxOTg3NzE4NDg4';X75636732;684714322;28158;8.33933557711675;Intermedio;
b'MC4yOTYzMzIxOTg3NzE4NDg4';X75636732;684714322;28158;8.33933557711675;Con Perro;
b'MC40MzQ0Mzk3MDU3MjIxNDA5Nw==';X75636732;684714322;28158;4.08013334000874;Piso;
b'MC40MzQ0Mzk3MDU3MjIxNDA5Nw==';X75636732;684714322;28158;4.08013334000874;Intermedio;
b'MC40MzQ0Mzk3MDU3MjIxNDA5Nw==';X75636732;684714322;28158;4.08013334000874;Con Perro;
b'MC43MjY2MTA3NjA5NDY3MTI2';X75636732;684714322;28158;1.5893834192961656;Piso;
b'MC43MjY2MTA3NjA5NDY3MTI2';X75636732;684714322;28158;1.5893834192961656;Intermedio;
b'MC43MjY2MTA3NjA5NDY3MTI2';X75636732;684714322;28158;1.5893834192961656;Con Perro;
b'MC4wNDYwNjgxNTA3NjY0MTQ0Ng==';X26475296;685667304;28516;8.767035322461933;Piso;
b'MC4wNDYwNjgxNTA3NjY0MTQ0Ng==';X26475296;685667304;28516;8.767035322461933;Bajo;
b'MC4wNDYwNjgxNTA3NjY0MTQ0Ng==';X26475296;685667304;28516;8.767035322461933;Con Rejas;
b'MC4wNDYwNjgxNTA3NjY0MTQ0Ng==';X26475296;685667304;28516;8.767035322461933;Con Perro;
b'MC4zMzY5MDkxNDA5MTM4NDQ4Mw==';X26475296;685667304;28516;7.848312274541231;Piso;
b'MC4zMzY5MDkxNDA5MTM4NDQ4Mw==';X26475296;685667304;28516;7.848312274541231;Bajo;
b'MC4zMzY5MDkxNDA5MTM4NDQ4Mw==';X26475296;685667304;28516;7.848312274541231;Con Rejas;
b'MC4zMzY5MDkxNDA5MTM4NDQ4Mw==';X26475296;685667304;28516;7.848312274541231;Con Perro;
b'MC40MTExNjIzNjMxODc0NDU3';X26475296;685667304;28516;3.657809176374799;Piso;
b'MC40MTExNjIzNjMxODc0NDU3';X26475296;685667304;28516;3.657809176374799;Bajo;
b'MC40MTExNjIzNjMxODc0NDU3';X26475296;685667304;28516;3.657809176374799;Con Rejas;
b'MC40MTExNjIzNjMxODc0NDU3';X26475296;685667304;28516;3.657809176374799;Con Perro;
b'MC4xNDU5OTU1MDAyMzMwNjIz';X26475296;685667304;28516;7.471678104012787;Piso;
b'MC4xNDU5OTU1MDAyMzMwNjIz';X26475296;685667304;28516;7.471678104012787;Bajo;
b'MC4xNDU5OTU1MDAyMzMwNjIz';X26475296;685667304;28516;7.471678104012787;Con Rejas;
b'MC4xNDU5OTU1MDAyMzMwNjIz';X26475296;685667304;28516;7.471678104012787;Con Perro;
b'MC4xMjc2MzY0MzExMDEwNTI2';X26475296;685667304;28516;7.583795296138388;Piso;
b'MC4xMjc2MzY0MzExMDEwNTI2';X26475296;685667304;28516;7.583795296138388;Bajo;
b'MC4xMjc2MzY0MzExMDEwNTI2';X26475296;685667304;28516;7.583795296138388;Con Rejas;
b'MC4xMjc2MzY0MzExMDEwNTI2';X26475296;685667304;28516;7.583795296138388;Con Perro;
b'MC44NTAwMjE1MDMyOTAwMzg5';X66670821;648182816;28982;3.8857979453333877;Piso;
b'MC44NTAwMjE1MDMyOTAwMzg5';X66670821;648182816;28982;3.8857979453333877;Bajo;
b'MC44NTAwMjE1MDMyOTAwMzg5';X66670821;648182816;28982;3.8857979453333877;Con Rejas;
b'MC44NTAwMjE1MDMyOTAwMzg5';X66670821;648182816;28982;3.8857979453333877;Sin Perro;
b'MC42NDIzMDQxMTE0MzE3NTI2';X66280149;663195054;28311;9.384904096561486;Chalet;
b'MC42NDIzMDQxMTE0MzE3NTI2';X66280149;663195054;28311;9.384904096561486;Unifamiliar;
b'MC42NDIzMDQxMTE0MzE3NTI2';X66280149;663195054;28311;9.384904096561486;Con Rejas;
b'MC4zNTAxNzg4OTcwMDMzMjE4Mw==';X66280149;663195054;28311;4.762820778660025;Chalet;
b'MC4zNTAxNzg4OTcwMDMzMjE4Mw==';X66280149;663195054;28311;4.762820778660025;Unifamiliar;
b'MC4zNTAxNzg4OTcwMDMzMjE4Mw==';X66280149;663195054;28311;4.762820778660025;Con Rejas;
b'MC44NTYxNjE3NTkxNDM0MDc2';X66280149;663195054;28311;5.252523722542023;Chalet;
b'MC44NTYxNjE3NTkxNDM0MDc2';X66280149;663195054;28311;5.252523722542023;Unifamiliar;
b'MC44NTYxNjE3NTkxNDM0MDc2';X66280149;663195054;28311;5.252523722542023;Con Rejas;
b'MC4zMjM2MzQxNTAzOTkzNjUwNQ==';X66280149;663195054;28311;0.03594719542591296;Chalet;
b'MC4zMjM2MzQxNTAzOTkzNjUwNQ==';X66280149;663195054;28311;0.03594719542591296;Unifamiliar;
b'MC4zMjM2MzQxNTAzOTkzNjUwNQ==';X66280149;663195054;28311;0.03594719542591296;Con Rejas;
b'MC4yMTU0Nzg5NTMxNjYwODY5';X66280149;663195054;28311;11.908559894695829;Chalet;
b'MC4yMTU0Nzg5NTMxNjYwODY5';X66280149;663195054;28311;11.908559894695829;Unifamiliar;
b'MC4yMTU0Nzg5NTMxNjYwODY5';X66280149;663195054;28311;11.908559894695829;Con Rejas;
b'MC42ODQyNzUyNTg3NjI3NjY3';X06764009;600836899;28997;5.07971112848639;Chalet;
b'MC42ODQyNzUyNTg3NjI3NjY3';X06764009;600836899;28997;5.07971112848639;Unifamiliar;
b'MC42ODQyNzUyNTg3NjI3NjY3';X06764009;600836899;28997;5.07971112848639;Sin Rejas;
b'MC44MDgwNDM4MzYyMDg4ODU2';X06764009;600836899;28997;14.227989470685774;Chalet;
b'MC44MDgwNDM4MzYyMDg4ODU2';X06764009;600836899;28997;14.227989470685774;Unifamiliar;
b'MC44MDgwNDM4MzYyMDg4ODU2';X06764009;600836899;28997;14.227989470685774;Sin Rejas;
b'MC4zMDYyMzg0NTk0MzMzOTU0NQ==';X06764009;600836899;28997;7.737650297266527;Chalet;
b'MC4zMDYyMzg0NTk0MzMzOTU0NQ==';X06764009;600836899;28997;7.737650297266527;Unifamiliar;
b'MC4zMDYyMzg0NTk0MzMzOTU0NQ==';X06764009;600836899;28997;7.737650297266527;Sin Rejas;
b'MC45ODgzNTA3NjkxNDUyMzM=';X06764009;600836899;28997;7.529819022555276;Chalet;
b'MC45ODgzNTA3NjkxNDUyMzM=';X06764009;600836899;28997;7.529819022555276;Unifamiliar;
b'MC45ODgzNTA3NjkxNDUyMzM=';X06764009;600836899;28997;7.529819022555276;Sin Rejas;
b'MC4yODYyMzMwMjY2NjM2OTM2Ng==';X42129664;626283101;28492;2.348688193171242;Piso;
b'MC4yODYyMzMwMjY2NjM2OTM2Ng==';X42129664;626283101;28492;2.348688193171242;Bajo;
b'MC4yODYyMzMwMjY2NjM2OTM2Ng==';X42129664;626283101;28492;2.348688193171242;Con Rejas;
b'MC4yODYyMzMwMjY2NjM2OTM2Ng==';X42129664;626283101;28492;2.348688193171242;Con Perro;
b'MC41NDIzMTQxNTA4NjU3OTE0';X42129664;626283101;28492;7.848615581426026;Piso;
b'MC41NDIzMTQxNTA4NjU3OTE0';X42129664;626283101;28492;7.848615581426026;Bajo;
b'MC41NDIzMTQxNTA4NjU3OTE0';X42129664;626283101;28492;7.848615581426026;Con Rejas;
b'MC41NDIzMTQxNTA4NjU3OTE0';X42129664;626283101;28492;7.848615581426026;Con Perro;
b'MC4yNTA3MjY4NTI3NDE1MTU4NQ==';X42129664;626283101;28492;12.380233196478978;Piso;
b'MC4yNTA3MjY4NTI3NDE1MTU4NQ==';X42129664;626283101;28492;12.380233196478978;Bajo;
b'MC4yNTA3MjY4NTI3NDE1MTU4NQ==';X42129664;626283101;28492;12.380233196478978;Con Rejas;
b'MC4yNTA3MjY4NTI3NDE1MTU4NQ==';X42129664;626283101;28492;12.380233196478978;Con Perro;
b'MC40ODc2MzU2NjcxODYxMTc3';X42129664;626283101;28492;9.834675075430363;Piso;
b'MC40ODc2MzU2NjcxODYxMTc3';X42129664;626283101;28492;9.834675075430363;Bajo;
b'MC40ODc2MzU2NjcxODYxMTc3';X42129664;626283101;28492;9.834675075430363;Con Rejas;
b'MC40ODc2MzU2NjcxODYxMTc3';X42129664;626283101;28492;9.834675075430363;Con Perro;
b'MC44ODYwNzEyODMwNzI0MDE1';X82062686;627811974;28731;3.4648804052159097;Chalet;
b'MC44ODYwNzEyODMwNzI0MDE1';X82062686;627811974;28731;3.4648804052159097;Unifamiliar;
b'MC44ODYwNzEyODMwNzI0MDE1';X82062686;627811974;28731;3.4648804052159097;Sin Rejas;
b'MC43ODk2OTYyNjk0MTE4NjUx';X82062686;627811974;28731;8.3034909082504;Chalet;
b'MC43ODk2OTYyNjk0MTE4NjUx';X82062686;627811974;28731;8.3034909082504;Unifamiliar;
b'MC43ODk2OTYyNjk0MTE4NjUx';X82062686;627811974;28731;8.3034909082504;Sin Rejas;
b'MC45OTEwNzY3MzkzNDkwMzE0';X82062686;627811974;28731;2.614834309209008;Chalet;
