;sessionID;DNI;Telef;CP;duration_call_mins;funnel_steps;product;Municipio;Media de la renta por unidad de consumo;Media de la renta por unidad de consumo;Media de la renta por unidad de consumo;Media de la renta por unidad de consumo;Media de la renta por unidad de consumo;Media de la renta por unidad de consumo;Mediana de la renta por unidad de consumo;Mediana de la renta por unidad de consumo;Mediana de la renta por unidad de consumo;Mediana de la renta por unidad de consumo;Mediana de la renta por unidad de consumo;Mediana de la renta por unidad de consumo;Renta bruta media por hogar;Renta bruta media por hogar;Renta bruta media por hogar;Renta bruta media por hogar;Renta bruta media por hogar;Renta bruta media por hogar;Renta bruta media por persona;Renta bruta media por persona;Renta bruta media por persona;Renta bruta media por persona;Renta bruta media por persona;Renta bruta media por persona;Renta neta media por hogar;Renta neta media por hogar;Renta neta media por hogar;Renta neta media por hogar;Renta neta media por hogar;Renta neta media por hogar;Renta neta media por persona ;Renta neta media por persona ;Renta neta media por persona ;Renta neta media por persona ;Renta neta media por persona ;Renta neta media por persona ;Homicidios dolosos y asesinatos consumados;Homicidios dolosos y asesinatos consumados;Homicidios dolosos y asesinatos en grado tentativa;Homicidios dolosos y asesinatos en grado tentativa;Delitos graves y menos graves de lesiones y riña tumultuaria;Delitos graves y menos graves de lesiones y riña tumultuaria;Secuestro;Secuestro;Delitos contra la libertad e indemnidad sexual;Delitos contra la libertad e indemnidad sexual;Agresión sexual con penetración;Agresión sexual con penetración;Resto de delitos contra la libertad e indemnidad sexual;Resto de delitos contra la libertad e indemnidad sexual;Robos con violencia e intimidación;Robos con violencia e intimidación; Robos con fuerza en domicilios, establecimientos y otras instalaciones; Robos con fuerza en domicilios, establecimientos y otras instalaciones;Robos con fuerza en domicilios;Robos con fuerza en domicilios;Hurtos;Hurtos;Sustracciones de vehículos;Sustracciones de vehículos;Tráfico de drogas;Tráfico de drogas;Resto de infracciones penales;Resto de infracciones penales;TOTAL INFRACCIONES PENALES;TOTAL INFRACCIONES PENALES
9;b'MC42OTE1Mzg5NDE3MTE5NTYz';X16558297;629922565;28092;2.028235272454983;['Piso', 'Bajo', 'Con Rejas', 'Sin Perro'];;Móstoles;15.923357664233576;16.201211678832117;16.71328368794326;17.405099290780143;18.141751773049645;18.158113475177306;14.763868613138687;15.049999999999999;15.613475177304965;16.313475177304962;17.04078014184397;16.99113475177305;34.51545255474453;35.23832846715328;36.07272340425532;37.54201418439716;39.265744680851064;39.11718439716312;12.200459854014598;12.41829197080292;12.853851063829788;13.377808510638298;13.998574468085106;14.087531914893617;29.577642335766424;30.17036496350365;30.812624113475177;32.06405673758865;33.44949645390071;33.30631205673759;10.461160583941606;10.638729927007299;10.98568794326241;11.432078014184397;11.933418439716313;12.00458865248227;0.0;0.0;0.0;3.0;12.0;13.0;1.0;0.0;14.0;10.0;1.0;3.0;13.0;7.0;69.0;50.0;71.0;70.0;53.0;24.0;486.0;416.0;67.0;55.0;12.0;18.0;1357.0;1228.0;2089.0;1863.0
10;b'MC44NzIxMzA4MDI1Mjg3MjEx';X65339116;635462198;28092;24.85201208566901;['Chalet', 'Unifamiliar', 'Con Rejas'];Home Premium;Móstoles;15.923357664233576;16.201211678832117;16.71328368794326;17.405099290780143;18.141751773049645;18.158113475177306;14.763868613138687;15.049999999999999;15.613475177304965;16.313475177304962;17.04078014184397;16.99113475177305;34.51545255474453;35.23832846715328;36.07272340425532;37.54201418439716;39.265744680851064;39.11718439716312;12.200459854014598;12.41829197080292;12.853851063829788;13.377808510638298;13.998574468085106;14.087531914893617;29.577642335766424;30.17036496350365;30.812624113475177;32.06405673758865;33.44949645390071;33.30631205673759;10.461160583941606;10.638729927007299;10.98568794326241;11.432078014184397;11.933418439716313;12.00458865248227;0.0;0.0;0.0;3.0;12.0;13.0;1.0;0.0;14.0;10.0;1.0;3.0;13.0;7.0;69.0;50.0;71.0;70.0;53.0;24.0;486.0;416.0;67.0;55.0;12.0;18.0;1357.0;1228.0;2089.0;1863.0
11;b'MC44OTY1NzIxNTkyNTc5ODAy';X67376025;624354169;28092;17.487232800385677;['Piso', 'Bajo', 'Con Rejas', 'Con Perro'];Home Premium;Móstoles;15.923357664233576;16.201211678832117;16.71328368794326;17.405099290780143;18.141751773049645;18.158113475177306;14.763868613138687;15.049999999999999;15.613475177304965;16.313475177304962;17.04078014184397;16.99113475177305;34.51545255474453;35.23832846715328;36.07272340425532;37.54201418439716;39.265744680851064;39.11718439716312;12.200459854014598;12.41829197080292;12.853851063829788;13.377808510638298;13.998574468085106;14.087531914893617;29.577642335766424;30.17036496350365;30.812624113475177;32.06405673758865;33.44949645390071;33.30631205673759;10.461160583941606;10.638729927007299;10.98568794326241;11.432078014184397;11.933418439716313;12.00458865248227;0.0;0.0;0.0;3.0;12.0;13.0;1.0;0.0;14.0;10.0;1.0;3.0;13.0;7.0;69.0;50.0;71.0;70.0;53.0;24.0;486.0;416.0;67.0;55.0;12.0;18.0;1357.0;1228.0;2089.0;1863.0
12;b'MC45NzQyODYyODI1MTMwOTgy';X16558297;629922565;28092;8.789900314932048;['Piso', 'Bajo', 'Con Rejas', 'Sin Perro'];;Móstoles;15.923357664233576;16.201211678832117;16.71328368794326;17.405099290780143;18.141751773049645;18.158113475177306;14.763868613138687;15.049999999999999;15.613475177304965;16.313475177304962;17.04078014184397;16.99113475177305;34.51545255474453;35.23832846715328;36.07272340425532;37.54201418439716;39.265744680851064;39.11718439716312;12.200459854014598;12.41829197080292;12.853851063829788;13.377808510638298;13.998574468085106;14.087531914893617;29.577642335766424;30.17036496350365;30.812624113475177;32.06405673758865;33.44949645390071;33.30631205673759;10.461160583941606;10.638729927007299;10.98568794326241;11.432078014184397;11.933418439716313;12.00458865248227;0.0;0.0;0.0;3.0;12.0;13.0;1.0;0.0;14.0;10.0;1.0;3.0;13.0;7.0;69.0;50.0;71.0;70.0;53.0;24.0;486.0;416.0;67.0;55.0;12.0;18.0;1357.0;1228.0;2089.0;1863.0
13;b'MC4wMTY0MDUyMTg1NjM0MjkzNTg=';X67376025;624354169;28092;12.181183858874943;['Piso', 'Bajo', 'Con Rejas', 'Con Perro'];Home Premium;Móstoles;15.923357664233576;16.201211678832117;16.71328368794326;17.405099290780143;18.141751773049645;18.158113475177306;14.763868613138687;15.049999999999999;15.613475177304965;16.313475177304962;17.04078014184397;16.99113475177305;34.51545255474453;35.23832846715328;36.07272340425532;37.54201418439716;39.265744680851064;39.11718439716312;12.200459854014598;12.41829197080292;12.853851063829788;13.377808510638298;13.998574468085106;14.087531914893617;29.577642335766424;30.17036496350365;30.812624113475177;32.06405673758865;33.44949645390071;33.30631205673759;10.461160583941606;10.638729927007299;10.98568794326241;11.432078014184397;11.933418439716313;12.00458865248227;0.0;0.0;0.0;3.0;12.0;13.0;1.0;0.0;14.0;10.0;1.0;3.0;13.0;7.0;69.0;50.0;71.0;70.0;53.0;24.0;486.0;416.0;67.0;55.0;12.0;18.0;1357.0;1228.0;2089.0;1863.0
14;b'MC4xNTA2NDA0NzA0MTUxOTQwMg==';X16558297;629922565;28092;17.454253308051836;['Piso', 'Bajo', 'Con Rejas', 'Sin Perro'];;Móstoles;15.923357664233576;16.201211678832117;16.71328368794326;17.405099290780143;18.141751773049645;18.158113475177306;14.763868613138687;15.049999999999999;15.613475177304965;16.313475177304962;17.04078014184397;16.99113475177305;34.51545255474453;35.23832846715328;36.07272340425532;37.54201418439716;39.265744680851064;39.11718439716312;12.200459854014598;12.41829197080292;12.853851063829788;13.377808510638298;13.998574468085106;14.087531914893617;29.577642335766424;30.17036496350365;30.812624113475177;32.06405673758865;33.44949645390071;33.30631205673759;10.461160583941606;10.638729927007299;10.98568794326241;11.432078014184397;11.933418439716313;12.00458865248227;0.0;0.0;0.0;3.0;12.0;13.0;1.0;0.0;14.0;10.0;1.0;3.0;13.0;7.0;69.0;50.0;71.0;70.0;53.0;24.0;486.0;416.0;67.0;55.0;12.0;18.0;1357.0;1228.0;2089.0;1863.0
15;b'MC4zNDQ4NTkwOTU4MDIwMzYx';X67376025;624354169;28092;14.435259777301116;['Piso', 'Bajo', 'Con Rejas', 'Con Perro'];Home Premium;Móstoles;15.923357664233576;16.201211678832117;16.71328368794326;17.405099290780143;18.141751773049645;18.158113475177306;14.763868613138687;15.049999999999999;15.613475177304965;16.313475177304962;17.04078014184397;16.99113475177305;34.51545255474453;35.23832846715328;36.07272340425532;37.54201418439716;39.265744680851064;39.11718439716312;12.200459854014598;12.41829197080292;12.853851063829788;13.377808510638298;13.998574468085106;14.087531914893617;29.577642335766424;30.17036496350365;30.812624113475177;32.06405673758865;33.44949645390071;33.30631205673759;10.461160583941606;10.638729927007299;10.98568794326241;11.432078014184397;11.933418439716313;12.00458865248227;0.0;0.0;0.0;3.0;12.0;13.0;1.0;0.0;14.0;10.0;1.0;3.0;13.0;7.0;69.0;50.0;71.0;70.0;53.0;24.0;486.0;416.0;67.0;55.0;12.0;18.0;1357.0;1228.0;2089.0;1863.0
16;b'MC40MDUzNTE2Nzg1ODE5NDc=';X30715667;620426836;28047;0.5280767349617008;['Piso', 'Bajo', 'Sin Rejas', 'Sin Perro'];;Collado Villalba;16.97730303030303;17.067;17.689848484848483;18.277264705882352;19.114911764705884;19.076176470588237;15.262121212121212;15.283333333333333;15.94090909090909;16.54264705882353;17.33529411764706;17.211764705882356;38.081272727272726;38.950878787878786;39.89530303030303;41.03770588235294;42.93776470588235;42.75923529411765;13.094787878787878;13.151484848484849;13.748727272727274;14.26629411764706;14.98294117647059;15.03520588235294;31.836242424242425;32.58224242424242;33.24163636363636;34.1415;35.497470588235295;35.47891176470588;10.951757575757576;11.000424242424243;11.459060606060605;11.87164705882353;12.391852941176472;12.477205882352942;0.0;0.0;0.0;1.0;9.0;8.0;0.0;0.0;6.0;7.0;1.0;1.0;5.0;6.0;52.0;11.0;55.0;49.0;45.0;28.0;244.0;180.0;3.0;6.0;4.0;4.0;467.0;404.0;840.0;670.0
17;b'MC41Mzc2NTA3MTM2OTA3NDM1';X44777781;624278182;28047;0.1361685198202709;['Piso', 'Bajo', 'Sin Rejas', 'Sin Perro'];;Collado Villalba;16.97730303030303;17.067;17.689848484848483;18.277264705882352;19.114911764705884;19.076176470588237;15.262121212121212;15.283333333333333;15.94090909090909;16.54264705882353;17.33529411764706;17.211764705882356;38.081272727272726;38.950878787878786;39.89530303030303;41.03770588235294;42.93776470588235;42.75923529411765;13.094787878787878;13.151484848484849;13.748727272727274;14.26629411764706;14.98294117647059;15.03520588235294;31.836242424242425;32.58224242424242;33.24163636363636;34.1415;35.497470588235295;35.47891176470588;10.951757575757576;11.000424242424243;11.459060606060605;11.87164705882353;12.391852941176472;12.477205882352942;0.0;0.0;0.0;1.0;9.0;8.0;0.0;0.0;6.0;7.0;1.0;1.0;5.0;6.0;52.0;11.0;55.0;49.0;45.0;28.0;244.0;180.0;3.0;6.0;4.0;4.0;467.0;404.0;840.0;670.0
18;b'MC42MTAzNDYwMTA4NjkxODY0';X44777781;624278182;28047;5.9712232914466;['Piso', 'Bajo', 'Sin Rejas', 'Sin Perro'];;Collado Villalba;16.97730303030303;17.067;17.689848484848483;18.277264705882352;19.114911764705884;19.076176470588237;15.262121212121212;15.283333333333333;15.94090909090909;16.54264705882353;17.33529411764706;17.211764705882356;38.081272727272726;38.950878787878786;39.89530303030303;41.03770588235294;42.93776470588235;42.75923529411765;13.094787878787878;13.151484848484849;13.748727272727274;14.26629411764706;14.98294117647059;15.03520588235294;31.836242424242425;32.58224242424242;33.24163636363636;34.1415;35.497470588235295;35.47891176470588;10.951757575757576;11.000424242424243;11.459060606060605;11.87164705882353;12.391852941176472;12.477205882352942;0.0;0.0;0.0;1.0;9.0;8.0;0.0;0.0;6.0;7.0;1.0;1.0;5.0;6.0;52.0;11.0;55.0;49.0;45.0;28.0;244.0;180.0;3.0;6.0;4.0;4.0;467.0;404.0;840.0;670.0
19;b'MC42Njk3Njg5NjMxNzEwNjI3';X44777781;624278182;28047;8.30194457852065;['Piso', 'Bajo', 'Sin Rejas', 'Sin Perro'];;Collado Villalba;16.97730303030303;17.067;17.689848484848483;18.277264705882352;19.114911764705884;19.076176470588237;15.262121212121212;15.283333333333333;15.94090909090909;16.54264705882353;17.33529411764706;17.211764705882356;38.081272727272726;38.950878787878786;39.89530303030303;41.03770588235294;42.93776470588235;42.75923529411765;13.094787878787878;13.151484848484849;13.748727272727274;14.26629411764706;14.98294117647059;15.03520588235294;31.836242424242425;32.58224242424242;33.24163636363636;34.1415;35.497470588235295;35.47891176470588;10.951757575757576;11.000424242424243;11.459060606060605;11.87164705882353;12.391852941176472;12.477205882352942;0.0;0.0;0.0;1.0;9.0;8.0;0.0;0.0;6.0;7.0;1.0;1.0;5.0;6.0;52.0;11.0;55.0;49.0;45.0;28.0;244.0;180.0;3.0;6.0;4.0;4.0;467.0;404.0;840.0;670.0
20;b'MC43MjkzMzk2NTQ1NTk4MzI1';X30715667;620426836;28047;4.259056541132097;['Piso', 'Bajo', 'Sin Rejas', 'Sin Perro'];;Collado Villalba;16.97730303030303;17.067;17.689848484848483;18.277264705882352;19.114911764705884;19.076176470588237;15.262121212121212;15.283333333333333;15.94090909090909;16.54264705882353;17.33529411764706;17.211764705882356;38.081272727272726;38.950878787878786;39.89530303030303;41.03770588235294;42.93776470588235;42.75923529411765;13.094787878787878;13.151484848484849;13.748727272727274;14.26629411764706;14.98294117647059;15.03520588235294;31.836242424242425;32.58224242424242;33.24163636363636;34.1415;35.497470588235295;35.47891176470588;10.951757575757576;11.000424242424243;11.459060606060605;11.87164705882353;12.391852941176472;12.477205882352942;0.0;0.0;0.0;1.0;9.0;8.0;0.0;0.0;6.0;7.0;1.0;1.0;5.0;6.0;52.0;11.0;55.0;49.0;45.0;28.0;244.0;180.0;3.0;6.0;4.0;4.0;467.0;404.0;840.0;670.0
21;b'MC44NzI3MzM3MDgwNjAyNDI2';X30715667;620426836;28047;2.3001168424155054;['Piso', 'Bajo', 'Sin Rejas', 'Sin Perro'];;Collado Villalba;16.97730303030303;17.067;17.689848484848483;18.277264705882352;19.114911764705884;19.076176470588237;15.262121212121212;15.283333333333333;15.94090909090909;16.54264705882353;17.33529411764706;17.211764705882356;38.081272727272726;38.950878787878786;39.89530303030303;41.03770588235294;42.93776470588235;42.75923529411765;13.094787878787878;13.151484848484849;13.748727272727274;14.26629411764706;14.98294117647059;15.03520588235294;31.836242424242425;32.58224242424242;33.24163636363636;34.1415;35.497470588235295;35.47891176470588;10.951757575757576;11.000424242424243;11.459060606060605;11.87164705882353;12.391852941176472;12.477205882352942;0.0;0.0;0.0;1.0;9.0;8.0;0.0;0.0;6.0;7.0;1.0;1.0;5.0;6.0;52.0;11.0;55.0;49.0;45.0;28.0;244.0;180.0;3.0;6.0;4.0;4.0;467.0;404.0;840.0;670.0
22;b'MC4xMTU3NzQ3NDc4NjEzNDMxMg==';X30715667;620426836;28047;2.141371708880099;['Piso', 'Bajo', 'Sin Rejas', 'Sin Perro'];;Collado Villalba;16.97730303030303;17.067;17.689848484848483;18.277264705882352;19.114911764705884;19.076176470588237;15.262121212121212;15.283333333333333;15.94090909090909;16.54264705882353;17.33529411764706;17.211764705882356;38.081272727272726;38.950878787878786;39.89530303030303;41.03770588235294;42.93776470588235;42.75923529411765;13.094787878787878;13.151484848484849;13.748727272727274;14.26629411764706;14.98294117647059;15.03520588235294;31.836242424242425;32.58224242424242;33.24163636363636;34.1415;35.497470588235295;35.47891176470588;10.951757575757576;11.000424242424243;11.459060606060605;11.87164705882353;12.391852941176472;12.477205882352942;0.0;0.0;0.0;1.0;9.0;8.0;0.0;0.0;6.0;7.0;1.0;1.0;5.0;6.0;52.0;11.0;55.0;49.0;45.0;28.0;244.0;180.0;3.0;6.0;4.0;4.0;467.0;404.0;840.0;670.0
